school,,address,Latitude,Longitude
대왕중학교,중학교,서울특별시 강남구 광평로20길 7,37.483438,127.0873271
대청중학교,중학교,서울특별시 강남구 양재천로 321,37.4905203,127.0583895
구룡중학교,중학교,서울특별시 강남구 선릉로 103,37.4862777,127.0560795
대명중학교,중학교,서울특별시 강남구 역삼로87길 26,37.5063402,127.0608974
대치중학교,중학교,서울특별시 강남구 남부순환로378길 39,37.4845654,127.0472825
도곡중학교,중학교,서울특별시 강남구 언주로57길 31,37.4923472,127.0450882
언주중학교,중학교,서울특별시 강남구 선릉로116길 57,37.51465442,127.0466835
봉은중학교,중학교,서울특별시 강남구 영동대로128길 59,37.5189411,127.0621196
수서중학교,중학교,서울특별시 강남구 광평로59길 57,37.4910655,127.1023885
신구중학교,중학교,서울특별시 강남구 압구정로36길 17,37.5273302,127.0322082
압구정중학교,중학교,서울특별시 강남구 압구정로 225,37.5302105,127.0329599
역삼중학교,중학교,서울특별시 강남구 도곡로43길 10,37.4956447,127.0490787
청담중학교,중학교,서울특별시 강남구 압구정로61길 36,37.5285802,127.0454332
개원중학교,중학교,서울특별시 강남구 영동대로 101,37.4918658,127.071402
휘문중학교,중학교,서울특별시 강남구 역삼로 541,37.504951,127.0620662
단국대학교사범대학부속중학교,중학교,서울특별시 강남구 도곡로64길 21,37.4953357,127.0564936
중동중학교,중학교,서울특별시 강남구 일원로8길 37,37.488319,127.0786207
숙명여자중학교,중학교,서울특별시 강남구 남부순환로 2807,37.4907295,127.0533366
진선여자중학교,중학교,서울특별시 강남구 선릉로85길 27,37.501754,127.0476387
은성중학교,중학교,서울특별시 강남구 남부순환로359길 36,37.4879414,127.0359252
강남중학교,중학교,서울특별시 동작구 대방동15길 29,37.50276353,126.923345
상현중학교,중학교,서울특별시 동작구 사당로2길 2-19,37.4939896,126.9603553
국사봉중학교,중학교,서울특별시 동작구 양녕로20길 20,37.4935736,126.9441046
동작중학교,중학교,서울특별시 동작구 동작대로39가길 83,37.4949969,126.9772383
상도중학교,중학교,서울특별시 동작구 사당로2가길 72,37.4908204,126.961525
영등포중학교,중학교,서울특별시 동작구 등용로8길 5,37.50905578,126.9347349
사당중학교,중학교,서울특별시 동작구 사당로9가길 58,37.4876148,126.9688695
남성중학교,중학교,서울특별시 동작구 남부순환로269길 166,37.4789892,126.972489
장승중학교,중학교,서울특별시 동작구 장승배기로10가길 25,37.5031484,126.9408336
강현중학교,중학교,서울특별시 동작구 상도로13라길 22,37.5032309,126.9314655
문창중학교,중학교,서울특별시 동작구 여의대방로22나길 40,37.4958029,126.921645
대방중학교,중학교,서울특별시 동작구 여의대방로10길 24,37.4952932,126.913764
동양중학교,중학교,서울특별시 동작구 흑석로9길 94,37.5101255,126.9562366
성남중학교,중학교,서울특별시 동작구 대방동길 74,37.50528121,126.9266132
숭의여자중학교,중학교,서울특별시 동작구 여의대방로36길 79,37.5073276,126.9292344
중앙대학교사범대학부속중학교,중학교,서울특별시 동작구 서달로 124,37.50362915,126.9617331
봉림중학교,중학교,서울특별시 관악구 장군봉길 72,37.4806354,126.9381575
당곡중학교,중학교,서울특별시 관악구 봉천로13길 101,37.4919353,126.9330422
구암중학교,중학교,서울특별시 관악구 성현로 53,37.4925845,126.9485751
봉원중학교,중학교,서울특별시 관악구 관악로24가길 15,37.4840797,126.9583607
관악중학교,중학교,서울특별시 관악구 남부순환로237길 60,37.4808692,126.9618525
인헌중학교,중학교,서울특별시 관악구 인헌9길 35,37.4729052,126.9695872
신관중학교,중학교,서울특별시 관악구 신림로48길 17-16,37.479929,126.9344578
신림중학교,중학교,서울특별시 관악구 신림로 40,37.4705384,126.9453094
삼성중학교,중학교,서울특별시 관악구 신림로3가길 39-24,37.4673643,126.9428252
난우중학교,중학교,서울특별시 관악구 난곡로16길 32,37.4666807,126.9228102
미성중학교,중학교,서울특별시 관악구 문성로16길 40,37.4754058,126.9122182
남서울중학교,중학교,서울특별시 관악구 남부순환로172길 97,37.48213616,126.921037
남강중학교,중학교,서울특별시 관악구 난곡로34길 80,37.4719974,126.9247473
서울문영여자중학교,중학교,서울특별시 관악구 관악로 85,37.4731302,126.9513293
광신중학교,중학교,서울특별시 관악구 광신길 141,37.4651411,126.9256312
성보중학교,중학교,서울특별시 관악구 남부순환로156길 39,37.4801177,126.9207947
무학중학교,중학교,서울특별시 성동구 행당로 120,37.5576839,127.0319747
광희중학교,중학교,서울특별시 성동구 독서당로62길 46,37.5511529,127.0339817
성수중학교,중학교,서울특별시 성동구 서울숲길 18,37.547981,127.0387013
경수중학교,중학교,서울특별시 성동구 뚝섬로13길 14,37.53950922,127.0592721
동마중학교,중학교,서울특별시 성동구 마조로11길 18,37.5626557,127.0403012
마장중학교,중학교,서울특별시 성동구 마장로35나길 31,37.5682297,127.042205
경일중학교,중학교,서울특별시 성동구 성수일로 27,37.5435875,127.0480483
성원중학교,중학교,서울특별시 성동구 성덕정9가길 13,37.5393617,127.0513099
옥정중학교,중학교,서울특별시 성동구 한림말길 11,37.5414774,127.0125119
행당중학교,중학교,서울특별시 성동구 왕십리로 189,37.5544241,127.041886
한양대학교사범대학부속중학교,중학교,서울특별시 성동구 마조로 42,37.56191893,127.042326
자양중학교,중학교,서울특별시 광진구 뚝섬로41길 33,37.5352283,127.0745207
광장중학교,중학교,서울특별시 광진구 광장로1길 1,37.5471908,127.1017601
양진중학교,중학교,서울특별시 광진구 워커힐로 32,37.5444966,127.0983485
광남중학교,중학교,서울특별시 광진구 아차산로70길 17-62,37.5404965,127.1013527
신양중학교,중학교,서울특별시 광진구 자양강변길 73,37.5334046,127.0631265
광양중학교,중학교,서울특별시 광진구 자양로3길 7,37.5301959,127.0860302
광진중학교,중학교,서울특별시 광진구 뚝섬로64길 45,37.5322529,127.0899425
용곡중학교,중학교,서울특별시 광진구 용마산로22길 76,37.5659416,127.0889488
구의중학교,중학교,서울특별시 광진구 광나루로30길 80,37.542871,127.0788098
동국대학교사범대학부속여자중학교,중학교,서울특별시 광진구 광나루로36길 47,37.5425112,127.0867784
대원국제중학교,중학교,서울특별시 광진구 용마산로22길 26,37.563079,127.0889497
건국대학교사범대학부속중학교,중학교,서울특별시 광진구 자양로 145-1,37.54172317,127.0815966
길음중학교,중학교,서울특별시 성북구 길음로 144,37.613752,127.0170477
서울대학교사범대학부설중학교,중학교,서울특별시 성북구 월곡로 36,37.59581903,127.0391338
삼선중학교,중학교,서울특별시 성북구 동소문로3길 69,37.5911454,127.0079042
월곡중학교,중학교,서울특별시 성북구 장월로 6,37.6067125,127.0480815
숭곡중학교,중학교,서울특별시 성북구 종암로 208,37.6084237,127.0313391
석관중학교,중학교,서울특별시 성북구 한천로 526,37.6081903,127.0664388
개운중학교,중학교,서울특별시 성북구 북악산로 935,37.5944775,127.0248807
장위중학교,중학교,서울특별시 성북구 장위로4길 70,37.6113882,127.0415045
북악중학교,중학교,서울특별시 성북구 정릉로12길 41,37.6067612,127.0017022
종암중학교,중학교,서울특별시 성북구 종암로5길 80-17,37.5929663,127.0317443
고명중학교,중학교,서울특별시 성북구 북악산로 870,37.5975051,127.0199016
용문중학교,중학교,서울특별시 성북구 인촌로17가길 46,37.5881284,127.0250507
홍익대학교사범대학부속중학교,중학교,서울특별시 성북구 성북로14가길 23,37.5940995,127.0032562
남대문중학교,중학교,서울특별시 성북구 한천로95길 28,37.6186278,127.0557873
동구여자중학교,중학교,서울특별시 성북구 성북로8길 71,37.5935994,127.0071027
한성여자중학교,중학교,서울특별시 성북구 삼선교로16길 118,37.58200014,127.0113123
성신여자중학교,중학교,서울특별시 성북구 북악산로 918,37.5938951,127.0232532
고려대학교사범대학부속중학교,중학교,서울특별시 성북구 정릉로 161,37.6098269,127.001572
수송중학교,중학교,서울특별시 강북구 한천로122길 21,37.6364725,127.0339379
강북중학교,중학교,서울특별시 강북구 한천로150길 67,37.6449188,127.0259441
삼각산중학교,중학교,서울특별시 강북구 삼양로19길 141,37.6161958,127.0146577
미양중학교,중학교,서울특별시 강북구 인수봉로 39,37.6232973,127.0122428
번동중학교,중학교,서울특별시 강북구 오현로35길 87,37.6325721,127.0362701
인수중학교,중학교,서울특별시 강북구 인수봉로75길 10,37.6438503,127.0099435
수유중학교,중학교,서울특별시 강북구 인수봉로37길 40,37.631337,127.0109264
화계중학교,중학교,서울특별시 강북구 화계사길 63,37.63251698,127.0097112
서라벌중학교,중학교,서울특별시 강북구 삼양로155길 37-9,37.6568687,127.0111715
신일중학교,중학교,서울특별시 강북구 솔매로49길 20,37.6282824,127.0282661
창문여자중학교,중학교,서울특별시 강북구 월계로 61,37.6131144,127.036282
성암여자중학교,중학교,서울특별시 강북구 도봉로29길 52,37.6207774,127.0244484
영훈국제중학교,중학교,서울특별시 강북구 도봉로13가길 19,37.613765,127.0278332
마곡중학교,중학교,서울특별시 강서구 마곡중앙5로 58,37.5679071,126.8214007
천왕중학교,중학교,서울특별시 구로구 천왕로 63,37.48265604,126.8373334
가재울중학교,중학교,서울특별시 서대문구 수색로 100-75,37.57517285,126.9099537
영동중학교,중학교,서울특별시 서초구 성촌길 14,37.4659194,127.025224
환일중학교,중학교,서울특별시 중구 환일길 47,37.5538139,126.9621659
세곡중학교,중학교,서울특별시 강남구 자곡로 81,37.4715425,127.0922007
송례중학교,중학교,서울특별시 송파구 위례순환로 429,37.4777414,127.1396227
한울중학교,중학교,서울특별시 금천구 독산로50길 60,37.462335,126.9074
내곡중학교,중학교,서울특별시 서초구 청계산로7길 9-20,37.45200217,127.0544427
해누리중학교,중학교,서울특별시 송파구 송파대로37길 95,37.49761178,127.1025328
